docid,author,shorttitle,enumcron,firstpub,genres,subjects,allcopiesofwork,tags
mdp.39015029109736,"Bose, Rajshekhar",Anandibai and other stories,,1992,Fiction,,1,randomB
mdp.39015046852672,,Assignment in tomorrow : an anthology,,1954,Short stories,,1,Short stories
mdp.39076002246697,"Sly, William James",World stories retold : with practical suggestions for telling,,1914,Juvenile audience|NotFiction,"Christmas stories|Bible stories, English|Juvenile literature|Tales|Storytelling|Fables|Juvenile literature|Fairy tales|Biography",1,Juvenile B
osu.32435066780099,"Howard, Warren",And give me yesterday,,1942,Domestic fiction|Fiction,Marriage|Men|Fiction|Conduct of life|Man-woman relationships,1,Subj: Man-woman B
mdp.39015043044224,"Ray, Francis",Until there was you,,1999,Love stories|Fiction,Fiction|African Americans,1,Love B
nyp.33433074870100,"Hood, Tom",From nowhere to the North Pole : a Noah's ark-æological narrative,,1875,Fiction,Fairy tales,1,Subj: Fairy tales B
mdp.39015008145354,"Slesar, Henry",The thing at the door,,1976,Fiction,Detective and mystery stories,1,randomB
uiuo.ark+=13960=t9r21g385,"MacDonald, George",The vicar's daughter,v.3,1872,Scottish authors|Fiction|Christian fiction,Fathers and daughters|Fiction|Children of clergy,4,Christian
mdp.49015002777382,"Jetmundsen, Norman",The Soulbane stratagem : diabolical subterfuge that threatens to destroy us,,2000,Fiction|Occult fiction,England|Fiction|Oxford|College students|Good and evil,1,Horror
uc1.b3139703,,Stories by foreign authors,v.4,1898,NotFiction,"Translations from foreign languages|Short stories|Short stories, English|Translations into English",1,"Subj: Short stories, Other"
inu.30000115653218,"Nwachukwu-Agbada, J. Obii J",The forbidden fruit,,2005,Novel,,1,Novel B
wu.89099302457,"Reed, Warren",She rode a yellow stallion,,1950,Domestic fiction|Fiction,"Community life|Families|Fiction|Wisconsin|Diary fiction, American|Man-woman relationships",1,Subj: Man-woman-Not-Love
mdp.39015069971201,"Brennan, Joseph Payne",Stories of darkness and dread,,1973,Short stories,"Horror tales, American",1,Subj: Horror
mdp.39015066047369,"Cook, Hugh",The walrus and the warwolf,,1992,Novel,English fiction|Pirates|Fiction|Fantasy fiction|New Zealand|Magic,1,Novel-Not-Historical|Subj: Fantasy
uc1.32106017516094,,The Mystery Hall of Fame : an anthology of classic mystery and suspense stories,,1984,Fiction,"Detective and mystery stories, English|Detective and mystery stories, American",1,Subj: Detective
mdp.39015053234228,"Wright, Rosalind",Veracruz,,1986,Fiction,"Revolution, 1910-1920|Fiction|History",1,Subj: History B
pst.000031659659,"Date, S. V",Final orbit,,1997,Political fiction|NotFiction|Adventure stories|Detective and mystery stories,United States|Fiction|Astronauts|National Aeronautics and Space Administration,1,randomA|Adventure|Political
pst.000058490631,"King, Stephen",The talisman : a novel,,1984,Fiction|Fantasy fiction,Quests (Expeditions)|Talismans|Fiction|Boys|Mothers and sons,1,Fantasy
mdp.39015063178266,"Hughes, Spenser",The Lambda conspiracy,,1993,Political fiction|Novel|Christian fiction|Science fiction,Christians|United States|Politicians|Fiction|Gays|Constitutional amendments,1,SF|Christian
uc1.32106011503833,"Zola, Émile",Paris,,1993,Fiction|Historical fiction,Catholic Church|Clergy|France|1848-1870|Fiction|Fiction|Man-woman relationships|Paris|History,1,Historical|Subj: Man-woman
pst.000032467376,"Barnard, Robert",The case of the missing Brontë,,1983,Detective and mystery stories|NotFiction,Brontë family|Fiction|Manuscripts,1,Mystery
njp.32101068162393,"Mr., Nicholson","The village of Martindale : a novel, in two volumes",vol.1,1787,NotFiction|England|Publishers' advertisements,,2,randomA
mdp.39015056671574,"Leiber, Fritz",The best of Fritz Leiber,,1974,Short stories,"Science fiction, American",1,"Subj: SF, American"
mdp.39015061002880,"McDowell, Ian",Mordred's curse,,1996,Novel|Fantastic fiction,"Arthur|Mordred (Legendary character)|Fiction|King|Fantasy fiction, American",1,Fantasy B
pst.000050573639,"Herndon, Ernest",Backwater blues : a novel of faith and fury,,1991,Fiction|Christian fiction,,1,Christian
mdp.39015058785166,,Queer view mirror,,1995,Fiction,"Lesbians|Canadian fiction|Fiction|Canada|Gay men|Gays' writings, Canadian|20th century|Short stories, Canadian",1,"Subj: Short stories, Other B"
inu.30000123129250,"Molloy, Tim",How to break bad news,,2008,Novel,Journalists|Man-woman relationships|Fiction,1,Subj: Man-woman
mdp.39015040123906,"Asimov, Isaac",The bicentennial man and other stories,,1976,Fiction,"Science fiction, American",1,"Subj: SF, American"
mdp.39015069321340,"Olson, Kirby",Temping,,2006,Humorous fiction|Love stories|Fiction,Fiction|Circus performers|Circus|Humorous stories|Temporary employment,1,Humor-Not-Novel
uc1.$b114471,,Murder cavalcade : an anthology,,1946,NotFiction,"Detective and mystery stories|Detective and mystery stories, American",1,Subj: Detective
loc.ark+=13960=t8ff4pw8t,"Evarts, R. C",Alice's adventures in Cambridge,,1913,,"1832-1898|Cambridge|Parodies, imitation, etc|Massachusetts|College students|Carroll, Lewis|Humor",1,Subj: Humor
mdp.39015050107542,"Steel, Danielle",The house on Hope Street,,2000,Domestic fiction|Love stories|Fiction,Widows|Fiction|Mothers and sons|Physicians,1,Domestic
nyp.33433074861273,"Le Fanu, Joseph Sheridan",Wylder's hand. A novel,,1865,Fiction,Irish fiction,3,randomA
mdp.39015037347955,"Wetherell, W. D",Wherever that great heart may be : stories,,1996,Fiction,"Short stories, American",1,"Subj: Short stories, American"
mdp.39015059250095,"Mansbach, Adam","Angry black white boy, or, The miscegenation of Mason Detornay : a novel",,2004,Psychological fiction|Fiction,Hate crimes|Fiction|Robbery|College students|Racism,1,Psychological
pst.000047114319,"Erickson, John R",The case of the black-hooded hangmans,1995,1995,Western stories|NotFiction,Ranch life|Mystery and detective stories|Fiction|Dogs|Humorous stories|West (U.S.),1,Western
mdp.39015082746192,"Simms, Chris",Savage moon,,2007,Novel|Detective and mystery stories,"England|Fiction|Manchester|Police|Spicer, Jon (Fictitious character)",1,Novel B
inu.32000004547503,"Robinson, J. E. (John Eric)",Skip Macalester,,2006,Domestic fiction|Fiction|Bildungsromans,Fiction|African American teenage boys|Upper class families|African American families,1,Bildungsroman-Not-Humor
nyp.33433088073691,,The fables of AEsop : with a life of the author : and embellished with one hundred & twelve plates,v. 1,1793,NotFiction,Aesop|Fables,1,randomB
uc1.$b56464,"Davey, William",Dawn breaks the heart,,1941,Fiction,,1,randomB
mdp.39015005879245,,The Penguin book of Canadian short stories,,1980,Fiction,"Short stories, Canadian",1,"Subj: Short stories, Other"
uiuo.ark+=13960=t3223cp6g,"Crowe, Eyre Evans",Yesterday in Ireland,v.1,1829,Fiction,Ireland|Fiction|Fiction|18th century|Rebellion of 1798|History|History,6,Subj: History B
inu.30000110622671,"Perriam, Wendy",The queen's margarine,,2009,Short stories,,1,randomB
mdp.39015059201627,"Cooke, Emma",A book of tricks,,2004,Domestic fiction|Suspense fiction|NotFiction,Fiction|Suicide,1,Domestic B|Suspense
nyp.33433075866735,"Rizal, José",The social cancer;,,1912,Fiction,,2,randomA
uc1.32106016003078,"Nāṣirī, Buthaynah",Final night : short stories,,2002,NotFiction,"Short stories, Arabic|Translations into English",2,"Subj: Short stories, Other B"
uc1.32106011414171,"Simenon, Georges",Maigret and the burglar's wife,,1959,Mystery fiction|Fiction,"Maigret, Jules (Fictitious character)|Fiction",1,Mystery B
mdp.39015069360173,"Macdonald, Marianne",The lotus eaters,,2007,Fiction,London|England|Fiction|Social life and customs|Female friendship|Single women,1,randomB
mdp.39015032180179,"O'Nan, Stewart",Snow angels,,1994,Fiction|Bildungsromane,Pennsylvania|Teenage boys|Fiction,1,randomA
inu.30000126307903,"Onuoha, Clement",Conflict of interest,,2008,Novel,,1,Novel
mdp.39015019956146,,Banquet,,1978,Fiction,"Short stories, American|American fiction|20th century",2,"Subj: Short stories, American"
mdp.39015058205215,"Bradley, Marion Zimmer",Priestess of Avalon,,2001,Fiction|Historical fiction|Fantasy fiction,"Great Britain|Emperor of Rome|ca. 255-ca. 330|Women priests|Avalon (Legendary place)|Christian women saints|Merlin (Legendary character)|d. 306|Roman period, 55 B.C.-449 A.D|Britons|Helena|Saint|Fiction|Romans|Constantius|History|Druids and druidism",1,Historical-Not-Biographical|Fantasy
uc1.$b803152,"Frederikson, Edna",Three parts earth,,1971,Fiction,,1,randomA
mdp.39015078769943,"Cooper, Natasha",A poisoned mind,,2008,Novel|Detective and mystery stories,"London|Women lawyers|England|Fiction|Maguire, Trish (Fictitious character)",1,randomB
mdp.39015066809578,Renée,The Skeleton Woman : a romance,,2002,NotFiction,New Zealand fiction|20th century,1,randomB
osu.32435064818032,"Rutherford, Gay",The new doctor,,1941,Love stories|Fiction,Medical care|Fiction|Poor|Physicians|Man-woman relationships,1,Subj: Man-woman
mdp.39015060122275,"Higgins, Jack",Dark justice,,2004,Suspense fiction|Novel|Spy stories,"Terrorism|Fiction|Prevention|Intelligence officers|Dillon, Sean (Fictitious character)",1,Suspense B
inu.39000001302913,"Stoker, Bram",The Bram Stoker bedside companion : 10 stories by the author of Dracula,,1979,NotFiction,Horror tales,1,Subj: Horror
mdp.39015064982740,"Coulter, Catherine",Double take,,2007,Suspense fiction|Fiction,"Government investigators|United States|Sherlock, Lacey (Fictitious character)|Savich, Dillon (Fictitious character)|Fiction|Federal Bureau of Investigation",1,Suspense
mdp.39015039049385,"Rice, Anne",The vampire Armand,,1998,Fiction|Occult fiction,Renaissance|Italy|Fiction|Vampires|Venice,1,Horror
mdp.39015066078901,,Analog 3,no.3,1965,NotFiction,Science fiction,1,"Subj: SF, Other B"
uc1.$b86114,"Black, Isabel",Hold close the day,,1954,NotFiction,,1,randomA
uc1.b4948949,"Massie, Allan",The death of men,,1981,Fiction|Political fiction,Fathers and sons|1976-1994|Politicians|Kidnapping|Fiction|Politics and government,2,Political
mdp.39015045657981,"Simmons, Charles",Salt water : a novel,,1998,Fiction|Bildungsromane,First loves|Fathers and sons|Fiction,1,Bildungsroman
uc1.b4553766,,Universe 11,,1981,Fiction,"Science fiction, American|Science fiction, English",1,"Subj: SF, American B|Subj: SF, Other B"
nyp.33433082349899,"Whipple, Wayne",The story of young Abraham Lincoln,,1915,Juvenile audience|NotFiction|Biography,"Childhood and youth|1809-1865|Lincoln, Abraham",3,Juvenile
hvd.hn5cy3,"Hofland, (Barbara), Mrs","Theodore, or, The crusaders",,1838,Juvenile audience|Fiction,Juvenile fiction|Conduct of life|Crusades,1,Juvenile
mdp.39015059124480,"Langer, Adam",Crossing California,,2004,Novel|Domestic fiction|Jewish fiction|Historical fiction,Illinois|Chicago|Fiction|Jews|Jewish families,1,Historical B
mdp.39015000546179,"Pilpel, Robert H",To the honor of the fleet,,1979,Fiction,"World War, 1914-1918|Fiction",1,randomB
mdp.39015029197939,"Leonard, Elmore",Freaky Deaky,,1988,Fiction,Detective and mystery stories,1,Subj: Detective
mdp.39015047517092,"Eddie, David",Chump change,,1999,Humorous stories|Psychological fiction|Fiction,Men|Fiction|Conduct of life|Television writers,1,Psychological|Humor B
mdp.39015060122911,"Hooper, Kay",Hunting fear,,2004,Mystery fiction|Novel|Psychological fiction,Government investigators|Fiction|Serial murders|Psychics|Kidnapping,1,Mystery
mdp.39015053374537,"Keillor, Garrison",Lake Wobegon summer 1956,,2001,Fiction|Humorous fiction,Lake Wobegon (Minn. : Imaginary place)|Fiction,2,Humor
mdp.39015053245414,,"The pocket book of short stories : American, English and continental masterpieces",,1951,Bibliographies|Short stories,Short stories,1,Short stories B
mdp.39015061444637,"Cokal, Susann",Breath and bones,,2005,Western stories|Novel|Love stories,Danish Americans|Fiction|Women immigrants|Artists' models,1,Love|Western
mdp.39015058738892,"Gibbons, Kaye",Divining women,,2004,Fiction|Bildungsromans|Domestic fiction|Historical fiction,Married women|Women|Fiction|Young women|Influenza|Abused wives|North Carolina,2,Historical B
uva.x001174418,,The Arabian nights entertainments;,,1914,Juvenile audience|Folk tales|Fantasy literature|Fiction|Children's stories,Adventure and adventurers|Voyages and travels|Children's stories|Social life and customs|Storytelling|Juvenile fiction,2,Subj: Juvenile
uiuo.ark+=13960=t9s18h07c,"MacDonald, George",The vicar's daughter,v.2,1872,Scottish authors|Fiction|Christian fiction,Fathers and daughters|Fiction|Children of clergy,4,Christian
inu.30000115595971,"Shaibu, F. O","The Prince, the alligator and the golden eggs",,2007,Fiction,,1,randomA
inu.30000006225399,,Chinese fairy tales and fantasies,,1979,Fiction,"Fantasy fiction, Chinese|Translations into English|Fairy tales|China",1,Subj: Fantasy B
mdp.39015038166594,"Dick, Philip K",Do androids dream of electric sheep?,,1968,Fiction|Science fiction|NotFiction,,2,SF
uc1.32106002159694,"Anderson, Poul",The many worlds of Poul Anderson,,1974,Bibliographies|Fiction,"1926-2001|Anderson, Poul|Criticism and interpretation|Science fiction, American",1,"Subj: SF, American"
mdp.39015078771899,"Zadoorian, Michael",The leisure seeker,,2009,Domestic fiction|Fiction|Road fiction,Married people|Fiction|Reminiscing in old age|Automobile travel|Older people,1,randomB
mdp.39015032141106,"David, Lawrence",Need,,1994,Psychological fiction|Fiction,Marriage|Women psychiatrists|Psychotherapist and patient|Fiction|New York|New York (State)|Man-woman relationships,1,Subj: Man-woman B|Psychological B
mdp.39015039927739,"Karon, Jan","These high, green hills",,1997,Domestic fiction|Fiction|Christian fiction,United States|Fiction|City and town life|Mitford (N.C. : Imaginary place),1,Domestic B|Christian
nyp.33433081997714,"Scott, Walter, Sir",Waverley novels,v. 31,1836,Novel,,1,Novel B
uc2.ark+=13960=t11n7xt7w,"Duncan, Norman",Finding his soul,,1913,,,1,randomA
mdp.39015059216716,"Crawford, Stanley G",Petroleum man : novel,,2005,Political fiction|Fiction|Domestic fiction|Humorous fiction,Right and left (Political science)|Automobile ownership|Fiction|Billionaires|Grandparent and child|Inventors|Conflict of generations|Capitalists and financiers,1,Political|Humor B
mdp.39015082649172,"Grimsdale, Peter",Perfect night,,2008,Suspense fiction|Fiction,Film archives|Production and direction|Terrorism|Fiction|Evidence preservation|Documentary films,1,Suspense B
mdp.39015059160484,"Gardiner, John Rolfe",The Magellan House stories,,2004,Short stories,Fiction|Social life and customs,1,Short stories B
uc1.32106001616975,"Manzalaoui, Mahmoud",Arabic writing today,v.1,1968,NotFiction,"Short stories, Arabic|English drama|Short stories, English|Literary collections|Translations into English|Arabic drama",2,"Subj: Short stories, Other"
uc2.ark+=13960=t7wm1dt60,"Pearse, Mark Guy","John Tregenoweth, his mark",,1877,,Conversion|Temperance|Children's stories|Blindness|Fathers and daughters|Juvenile fiction,1,Subj: Juvenile
mdp.39015048859386,"Cook, Claire",Ready to fall : a novel,,2000,Humorous stories|Epistolary fiction|Fiction,Fiction|Neighborhood|Electronic mail messages|Middle-aged women,1,Humor
mdp.39015060010801,"Dexter, Pete",Train : a novel,,2003,Mystery fiction|Fiction|Historical fiction,Caddies|Pennsylvania|Fiction|Philadelphia|Police|Philadelphia (Pa.)|African American men,1,Mystery
mdp.39015002327750,"Asbjørnsen, Peter Christen","Round the Yule log, Norwegian folk & fairy tales",,1881,Fiction|UnknownGenre,Norway|Folklore|Fairy tales,2,Subj: Fairy tales B
mdp.39015061776442,"Calloway, Kate",8th day : a Cassidy James mystery,,2001,Novel|Mystery fiction,"Women detectives|Lesbians|Fiction|James, Cassidy (Fictitious character)|Oregon",1,Subj: Detective B
mdp.39015045656264,"Perry, Phyllis Alesia",Stigmata,,1998,Domestic fiction|Psychological fiction|Fiction,Teenage girls|Psychology|Fiction|Stigmatization|African American quilts|African American teenage girls|African Americans,2,Domestic|Psychological B
uc1.32106018787033,"Chesterton, G. K. (Gilbert Keith)",Father Brown : the essential tales,,2005,Fiction,"Clergy|Fiction|Catholics|Detective and mystery stories, English|Brown, Father (Fictitious character)",1,Subj: Detective
uiuo.ark+=13960=t0sq9hn5q,"Smith, Charlotte Turner",The republican's mistress;,v.1,1821,,,3,randomA
mdp.39015034532476,"Sherman, Charlotte Watson",Touch : a novel,,1995,Love stories|Fiction,Fiction|AIDS (Disease),1,Love B
mdp.39015073941653,,Omnibus of A century of South African short stories,,2007,Short stories,"Short stories, South African (English)|Fiction|Translations into English|Short stories, South African",1,"Subj: Short stories, Other"
uc2.ark+=13960=t7fq9rj34,,Prairie gold,,1917,,"Iowa|Short stories, American",3,"Subj: Short stories, American B"
mdp.39015024993415,,The Bradbury chronicles : stories in honor of Ray Bradbury,,1991,Fiction,"Fantasy fiction, American",1,Subj: Fantasy
pst.000056324730,"Parks, Tim",Europa,,1998,Humorous stories|NotFiction,Italy|Fiction|British|Economic integration|Divorced men|College teachers|Milan|Man-woman relationships|Europe,2,Subj: Man-woman
uc1.32106014739699,,Crime novels : American noir of the 1950s,,1997,Bibliographies|Fiction,"Detective and mystery stories, American|American fiction|Fiction|Crime|20th century",2,Subj: Detective
uiuo.ark+=13960=t7mp5kx3p,"Mudford, William",The five nights of St. Albans,v.2,1829,Fiction,,8,randomB
mdp.39015078777987,"Doolittle, Sean",Safer,,2009,Domestic fiction|Suspense fiction|Fiction,Iowa|Married people|Fiction|City and town life,1,Suspense B
inu.30000109368906,"Brewer, Sonny",A sound like thunder : a novel,,2006,Domestic fiction|Fiction|Bildungsromans,"Alabama|Fiction|World War, 1939-1945",1,Domestic|Bildungsroman
uc1.b4795729,"Sienkiewicz, Henryk","The deluge : an historical novel of Poland, Sweden and Russia : a sequel to ""With fire and sword""",v.2,1891,Fiction|UnknownGenre|NotFiction,"John II Casimir, 1648-1668|History|Fiction|Fiction|History",16,randomB
mdp.39015032883459,"Harper, M. A",For the love of Robert E. Lee : a novel,,1992,Love stories|Fiction,"(Robert Edward)|Fiction|1807-1870|Lee, Robert E",1,Love B
uc1.32106017658342,"Hensher, Philip",The fit,,2004,Novel|Humorous stories,Fiction|Married people,2,Humor B
mdp.39015052398834,"Varley, John",Picnic on Nearside,,1980,Fiction,"Science fiction, American",1,"Subj: SF, American"
uva.x030584597,"Scott, Walter, Sir",The Waverley novels,v.39,1865,NotFiction,,1,randomB
mdp.39015031988663,"Chase, Richard",Jack and the three sillies,,1950,Fiction,Fairy tales,1,Subj: Fairy tales
mdp.39015063647757,"Vasseur, Thomas Jeffrey",Touch the earth : an aftermath of the Vietnam War : a novella,,2005,Sea stories|Psychological fiction|Fiction,"Veterans|Vietnam War, 1961-1975|Fiction|Male friendship|Sailing",1,Psychological B
njp.32101076515566,"Harland, Henry",Two voices,,1890,Fiction,,1,randomA
mdp.39015037762724,"Cooney, Eleanor",Shangri-la : the return to the world of Lost horizon,,1996,Fantastic fiction|Adventure stories|Fiction,Shangri-La (Imaginary place),1,Fantasy
njp.32101067631299,"the elder, | pseud. Brown, Thomas","Bath : a satirical novel, with portraits",v.3,1818,Fiction,,3,randomA
mdp.39015057644737,"Adichie, Chimamanda Ngozi",Purple hibiscus : a novel,,2003,Love stories|Fiction|Bildungsromans|Domestic fiction,Fiction|Teenage girls,1,Love
nyp.33433082530860,"Elmslie, Theodora C",Those midsummer fairies,,1895,Juvenile audience|Fiction,,1,Juvenile B
mdp.39015034890296,,The hurt world : short stories of the troubles,,1995,Fiction,"Irish authors|English fiction|Fiction|Short stories, English|Violence|Fiction|Social life and customs|Northern Ireland",2,"Subj: Short stories, Other"
inu.30000114180619,"Gamble, Robert H",The enemy's country; a novel of the American Revolution,,1972,War stories|Fiction|Historical fiction,"Revolution, 1775-1783|Fiction|History",1,Historical
mdp.39015053485440,,"Huia short stories, 1997",,1997,Fiction,"Short stories, New Zealand|Social life and customs|Fiction|Maori (New Zealand people)|Maori authors|New Zealand fiction",1,"Subj: Short stories, Other"
mdp.39015061190222,"Stern, Richard G",Almonds to zhoof : collected stories,,2005,Short stories,,1,Short stories B
mdp.39015006601671,,Hitler victorious : eleven stories of the German victory in World War II,,1986,Fiction,"Fantasy fiction, English|Fiction|Fantasy fiction, American|Hitler, Adolf|1889-1945|World War, 1939-1945",1,Subj: Fantasy
mdp.39015034389133,"Engle, Margarita",Skywriting : a novel of Cuba,,1995,Adventure stories|Fiction,Fiction,1,Adventure
mdp.39015056200317,"Wilson, D. Harlan",The Kafka effekt,,2001,Short stories,,1,Short stories B
mdp.39015051761164,"Niranjchana, Shakti",The web of silk and gold,,2001,Novel,Marriage|Wife abuse|Darjeeling|India|Fiction|Arranged marriage,1,Subj: Man-woman
mdp.39015080900429,"Weeks, Shelagh",Up close,,2009,Novel|Domestic fiction,"Vacations|Fiction|Wales, North",1,Domestic
uiuo.ark+=13960=t0ns1dh53,"Scott, Harriet",The hen-pecked husband,v.3,1848,,,3,randomB
mdp.39015068808297,"Desai, Rupin W",Of war and war's alarms and twenty-one other stories,,2005,Fiction,"fast|Short stories, Indic (English)|(OCoLC)fst01117234",1,"Subj: Short stories, Other B"
uc1.b3545503,"Mills, Robert P",The worlds of science fiction,,1963,Fiction|Science fiction|NotFiction,Science fiction,2,"Subj: SF, Other B"
coo.31924080646486,"Collingwood, W. G. (William Gershom)",The likeness of King Elfwald : a study of Northumbria and Iona at the beginning of the Viking Age,,1990,Biographical fiction|Fiction|Historical fiction,"Great Britain|active 806-808|Fiction|Vikings|II|Kings and rulers|Elfwald|Fiction|Anglo-Saxon period, 449-1066|History|King of Northumbria|History",1,Subj: History|Biographical
mdp.39015058278634,,The ultimate Halloween,,2001,Novel,"Halloween|Fiction|Horror tales, American",1,Subj: Horror|Novel
mdp.39015080843439,"Foulds, Adam",The quickening maze,,2009,Novel|Historical fiction,"Social conditions|Commitment and detention|Psychiatric hospitals|Tennyson, Alfred Tennyson|Mentally ill|19th century|1809-1892|Clare, John|1793-1864|London|England|Fiction|Poets, English|Baron|Mental health|History",1,Historical
mdp.39015061102250,"Lloyd, David T",Boys : stories and a novella,,2004,Mixed|Bildungsromans,Boys|Social life and customs|Fiction,1,Bildungsroman B
mdp.39015022220357,"Sturgeon, Theodore",Case and the dreamer,,1974,Fiction,Fantasy fiction,1,Subj: Fantasy B
uc1.32106002002704,"Milne, A. A. (Alan Alexander)",The sunny side,,1921,UnknownGenre|NotFiction,English wit and humor,4,Subj: Humor
mdp.39015042245145,"Kohler, Sheila",Children of Pithiviers,,2001,Fiction|Bildungsromans,Teenage girls|Fiction|Aristocracy (Social class)|Jewish children,1,Bildungsroman
mdp.39076002276025,"pseud. Stuart, Gordon",The Boy Scouts of the air with Pershing,,1919,Juvenile audience|Fiction,"Aerial operations|France|Boy Scouts|Campaigns|World War, 1914-1918|Juvenile fiction",1,Subj: Juvenile B
mdp.39015063964236,"Jones, Joseph",Major Jones's Georgia scenes. Comprising his celebrated sketches of scenes in Georgia. With their incidents and characters,,1880,Fiction,American wit and humor,1,Subj: Humor B
mdp.39015047616399,"O'Connell, J. Thomas",Mount Zion field,,1987,Fiction,,1,randomA
pst.000050053247,"Plate, Peter",Police and thieves : a novel,,1999,Fiction|Adventure fiction,Drug dealers|Fiction|California|Drug traffic|Police|San Francisco,1,Adventure
mdp.39015064682712,"Henderson, William Haywood",Augusta Locke,,2006,Western stories|Fiction,Women pioneers|Women|Fiction|Wilderness areas|West (U.S.),2,Western
mdp.39015034226327,"Bellamy, Dodie",Real : the letters of Mina Harker and Sam D'Allesandro,,1994,Fiction|Epistolary fiction,"United States|20th century|Acquired Immunodeficiency Syndrome|Fiction|Women poets, American|Gay men|Correspondence|Patients|AIDS (Disease)",1,randomB
uc2.ark+=13960=t6057gs4v,,Stories by English authors,v.08,1900,,"Short stories, English",2,randomB
mdp.39015064900908,,Poe's lighthouse : all new collaborations with Edgar Allan Poe,,2006,Fiction,Horror tales|Fantasy|Science fiction,1,Subj: Horror B|Subj: Fantasy
uc1.b4379167,"Walker, Hugh","Selected English short stories, XIX century (first series)",,1959,NotFiction,"Short stories, English|Short stories, American",2,"Subj: Short stories, American B"
nyp.33433074943741,"Austen, Jane",Emma,"v. 8, p. 2 Emma",1892,NotFiction|Bibliographies|Love stories|Fiction|Humorous stories|Autobiography|Historical fiction|UnknownGenre,"Social life and customs|English literature|England|Fiction|Female friendship|Fiction|Young women|Correspondence|1775-1817|Fathers and daughters|Austen, Jane|19th century",33,Humor-Not-Bildungsroman
mdp.39076002192503,"Standish, Burt L",Frank Merriwell's sports afield,,1903,Juvenile audience|NotFiction,Juvenile fiction|Yale University,2,randomB
inu.39000000974274,,Misfits : an anthology of short stories,,1984,Fiction,"English fiction|Fiction|Short stories, English|20th century|Social isolation",1,"Subj: Short stories, Other"
mdp.39015061151836,"Mellick, Carlton",Razor wire pubic hair : an anti-novel of the future,,2003,Alternative histories (Fiction)|Novel|Science fiction,Mutilation|Lesbians|Women|Fiction|Sexual dominance and submission|Slavery|Hermaphroditism|Sadomasochism,1,SF
mdp.39076002192636,"Boone, Silas K","Phil Bradley's mountain boys : or, The Birch Bark Lodge",,1915,Juvenile audience|Fiction,Juvenile fiction|Camping,1,Subj: Juvenile
mdp.39015028485012,"Anaya, Rudolfo A",Alburquerque,,1992,Political fiction|Love stories|Fiction,Fiction,1,Love
mdp.39015031234464,"Holland, Cecelia",Great Maria,,1974,Fiction|Historical fiction|NotFiction,Italy|1016-1194|Fiction|Sicily|Middle Ages|History|Normans,2,Subj: History
mdp.39015062119931,,Magic for sale,,1983,Fiction,"Fantasy fiction, American",1,Subj: Fantasy
wu.89060960622,"Henderson, Charles",Marshalling the faithful : the Marines' first year in Vietnam,,1993,Bibliographies|NotFiction,"United States|Vietnam War, 1961-1975|Commando operations|History|Marine Corps",1,randomA
mdp.39015042085152,"Flagg, Fannie",Coming attractions : a wonderful novel,,1981,Domestic fiction|Bildungsromane|Fiction,Fiction|Girls|Fathers and daughters|Mississippi,1,Bildungsroman
mdp.39015064123428,Premacanda,Sevasadan,,2005,Bibliographies|Fiction,Social conditions|India|Prostitution|Women|Fiction,1,randomB
mdp.39015077662354,"Taylor, Donn",Rhapsody in red,,2008,Mystery fiction|Fiction,Fiction|College teachers,1,Mystery-Not-Humor
uc2.ark+=13960=t3nv9cj65,"Mulford, Clarence Edward",The coming of Cassidy-and the others,,1913,Western stories|Fiction|NotBiographical,"Cassidy, Hopalong (Fictitious character)|Fiction",4,Western
umn.31951000954819j,"Perrault, Charles",The tales of Mother Goose as first collected by Charles Perrault in 1696,,1901,,Fairy tales,1,Subj: Fairy tales B
uc1.b70437,"Hofberg, Herman",Swedish fairy tales,,1890,NotFiction,Folklore|Sweden|Fairy tales,3,Subj: Fairy tales B
mdp.39015069174467,,The Ithaqua cycle : the wind-walker of the icy wastes,,1998,Short stories|Horror fiction,"Horror tales|Short stories|Fiction|Horror tales, American|Horror tales, English|Yeti",1,Subj: Horror
uc1.$b27393,"Benjamin, Lewis Saul",Great English short stories,,1930,Fiction|UnknownGenre,"Short stories, English",2,"Subj: Short stories, Other B"
mdp.39015038060094,,The Mountain trail; stories,,1970,Fiction,"Short stories, Vietnamese|Vietnam War, 1961-1975|Fiction|Short stories, English|Translations into English|Translations from Vietnamese",2,"Subj: Short stories, Other B"
mdp.39015048922226,"Evans, Richard Paul",The looking glass : a novel,,1999,Love stories|Fiction|Christian fiction,Gamblers|Clergy|Fiction,1,Christian
uc2.ark+=13960=t93776z9n,"French, Joseph Lewis",Masterpieces of mystery,v.4,1922,,Ghost stories|Short stories|Detective and mystery stories,4,Subj: Horror B|Subj: Detective B
mdp.49015000749730,"Waldrop, Howard",Howard who? : twelve outstanding stories of speculative fiction,,1986,Fiction,"Science fiction, American",1,"Subj: SF, American B"
mdp.39015034118169,"Grace, Patricia",The sky people,,1994,Fiction,"Maori (New Zealand people)|Short stories, New Zealand|Fiction",2,"Subj: Short stories, Other B"
mdp.39015064913133,"Bird, Sarah",The Flamenco Academy : a novel,,2006,Fiction|Bildungsromans,Study and teaching|Fiction|Female friendship|Young women|Flamenco|Flamenco dancers,2,Bildungsroman
uc1.b4446852,"Hill, David Campbell",The deadly messiah,,1976,Fiction,,1,randomA
